DR,Offense,Date_Rept,Monthstamp,Yearstamp,Block
1315455     ,THEFT - FROM MOTOR VEHICLE                            ,12/3/2013,12,2013,100 Blk MONTE VISTA                                                                     
1315443     ,THEFT - FROM MOTOR VEHICLE                            ,12/3/2013,12,2013,0 Blk MELODYLANE                                                                      
1315509     ,THEFT - FROM MOTOR VEHICLE                            ,12/4/2013,12,2013,0 Blk PINEWOOD                                                                        
1315586     ,THEFT - FROM MOTOR VEHICLE                            ,12/6/2013,12,2013,0 Blk TOWNSEND                                                                        
1315699     ,THEFT - FROM MOTOR VEHICLE                            ,12/9/2013,12,2013,0 Blk FORTUNE                                                                         
1315746     ,THEFT - FROM MOTOR VEHICLE                            ,12/10/2013,12,2013,0 Blk CLOUDS POINT                                                                    
1315735     ,THEFT - FROM MOTOR VEHICLE                            ,12/10/2013,12,2013,3600 Blk MICHELSON DR                                                                    
1315799     ,THEFT - FROM MOTOR VEHICLE                            ,12/11/2013,12,2013,300 Blk COMMERCE                                                                        
1315851     ,THEFT - FROM MOTOR VEHICLE                            ,12/12/2013,12,2013,3600 Blk HAMILTON ST                                                                     
1315825     ,THEFT - FROM MOTOR VEHICLE                            ,12/12/2013,12,2013,4100 Blk CAMPUS DR                                                                       
1315856     ,THEFT - FROM MOTOR VEHICLE                            ,12/12/2013,12,2013,0 Blk FANLIGHT                                                                        
1315929     ,THEFT - FROM MOTOR VEHICLE                            ,12/14/2013,12,2013,4500 Blk PORTOLA PKWY                                                                    
1316249     ,THEFT - FROM MOTOR VEHICLE                            ,12/21/2013,12,2013,400 Blk HAYES                                                                           
1316258     ,THEFT - FROM MOTOR VEHICLE                            ,12/22/2013,12,2013,400 Blk HAYES                                                                           
1316254     ,THEFT - FROM MOTOR VEHICLE                            ,12/22/2013,12,2013,0 Blk ORCHARD                                                                         
1400027     ,THEFT - FROM MOTOR VEHICLE                            ,1/2/2014,1,2014,0 Blk CARVER                                                                          
1400143     ,THEFT - FROM MOTOR VEHICLE                            ,1/4/2014,1,2014,17800 Blk SKY PARK BLVD                                                                   
1400130     ,THEFT - FROM MOTOR VEHICLE                            ,1/4/2014,1,2014,18000 Blk VON KARMAN AVE                                                                  
1400212     ,THEFT - FROM MOTOR VEHICLE                            ,1/6/2014,1,2014,3600 Blk PROVINCETOWN AVE                                                                
1400216     ,THEFT - FROM MOTOR VEHICLE                            ,1/6/2014,1,2014,4800 Blk BARRANCA PKWY                                                                   
1400235     ,THEFT - FROM MOTOR VEHICLE                            ,1/7/2014,1,2014,0 Blk SANDSTONE                                                                       
1400237     ,THEFT - FROM MOTOR VEHICLE                            ,1/7/2014,1,2014,0 Blk SANDSTONE                                                                       
1400345     ,THEFT - FROM MOTOR VEHICLE                            ,1/9/2014,1,2014,100 Blk TANGELO                                                                         
1400329     ,THEFT - FROM MOTOR VEHICLE                            ,1/9/2014,1,2014,0 Blk ORANGE BLOSSOM                                                                  
1400400     ,THEFT - FROM MOTOR VEHICLE                            ,1/11/2014,1,2014,0 Blk BUNKER HILL                                                                     
1400523     ,THEFT - FROM MOTOR VEHICLE                            ,1/14/2014,1,2014,100 Blk ALICANTE AISLE                                                                  
1400511     ,THEFT - FROM MOTOR VEHICLE                            ,1/14/2014,1,2014,15200 Blk SPECTRUM                                                                        
1400503     ,THEFT - FROM MOTOR VEHICLE                            ,1/14/2014,1,2014,0 Blk HUNTER                                                                          
1400524     ,THEFT - FROM MOTOR VEHICLE                            ,1/14/2014,1,2014,3900 Blk BARRANCA PKWY                                                                   
1400664     ,THEFT - FROM MOTOR VEHICLE                            ,1/17/2014,1,2014,14300 Blk YALE AVE                                                                        
1400643     ,THEFT - FROM MOTOR VEHICLE                            ,1/17/2014,1,2014,0 Blk DAVIS                                                                           
1400642     ,THEFT - FROM MOTOR VEHICLE                            ,1/17/2014,1,2014,0 Blk WHEELER                                                                         
1400638     ,THEFT - FROM MOTOR VEHICLE                            ,1/17/2014,1,2014,0 Blk STONEWALL                                                                       
1400766     ,THEFT - FROM MOTOR VEHICLE                            ,1/20/2014,1,2014,14800 Blk DONCASTER RD                                                                    
1400782     ,THEFT - FROM MOTOR VEHICLE                            ,1/20/2014,1,2014,0 Blk HOLLY ST                                                                        
1400773     ,THEFT - FROM MOTOR VEHICLE                            ,1/20/2014,1,2014,0 Blk GUMWOOD                                                                         
1400925     ,THEFT - FROM MOTOR VEHICLE                            ,1/24/2014,1,2014,0 Blk W YALE LOOP                                                                     
1400969     ,THEFT - FROM MOTOR VEHICLE                            ,1/24/2014,1,2014,0 Blk VIA LUCCA                                                                       
1400962     ,THEFT - FROM MOTOR VEHICLE                            ,1/24/2014,1,2014,3400 Blk MICHELSON DR                                                                    
1400964     ,THEFT - FROM MOTOR VEHICLE                            ,1/24/2014,1,2014,4800 Blk IRVINE BLVD                                                                     
1400971     ,THEFT - FROM MOTOR VEHICLE                            ,1/24/2014,1,2014,0 Blk FORTUNE                                                                         
1401001     ,THEFT - FROM MOTOR VEHICLE                            ,1/25/2014,1,2014,0 Blk BRANDYWINE                                                                      
1401158     ,THEFT - FROM MOTOR VEHICLE                            ,1/29/2014,1,2014,0 Blk LEWIS                                                                           
1401160     ,THEFT - FROM MOTOR VEHICLE                            ,1/29/2014,1,2014,0 Blk FIELD                                                                           
1401223     ,THEFT - FROM MOTOR VEHICLE                            ,1/30/2014,1,2014,0 Blk PLUMBAGO                                                                        
1401233     ,THEFT - FROM MOTOR VEHICLE                            ,1/30/2014,1,2014,0 Blk CASTLEBAR                                                                       
1401406     ,THEFT - FROM MOTOR VEHICLE                            ,2/3/2014,2,2014,5200 Blk MICHELSON DR                                                                    
1401626     ,THEFT - FROM MOTOR VEHICLE                            ,2/7/2014,2,2014,0 Blk FORTUNE                                                                         
1401633     ,THEFT - FROM MOTOR VEHICLE                            ,2/7/2014,2,2014,0 Blk FORTUNE                                                                         
1401843     ,THEFT - FROM MOTOR VEHICLE                            ,2/12/2014,2,2014,0 Blk TWIGGS                                                                          
1401842     ,THEFT - FROM MOTOR VEHICLE                            ,2/12/2014,2,2014,4700 Blk CAMPUS DR                                                                       
1401998     ,THEFT - FROM MOTOR VEHICLE                            ,2/15/2014,2,2014,13700 Blk JAMBOREE RD                                                                     
1401999     ,THEFT - FROM MOTOR VEHICLE                            ,2/15/2014,2,2014,0 Blk CITY STROLL                                                                     
1402082     ,THEFT - FROM MOTOR VEHICLE                            ,2/18/2014,2,2014,14800 Blk GROVEVIEW LN                                                                    
1402087     ,THEFT - FROM MOTOR VEHICLE                            ,2/18/2014,2,2014,14900 Blk WAVERLY LN                                                                      
1402103     ,THEFT - FROM MOTOR VEHICLE                            ,2/18/2014,2,2014,9800 Blk RESEARCH DR                                                                     
1402202     ,THEFT - FROM MOTOR VEHICLE                            ,2/20/2014,2,2014,FORTUNE / PACIFICA                                                              
1402200     ,THEFT - FROM MOTOR VEHICLE                            ,2/20/2014,2,2014,2200 Blk MARTIN                                                                          
1402348     ,THEFT - FROM MOTOR VEHICLE                            ,2/24/2014,2,2014,14600 Blk DEER PARK ST                                                                    
1402344     ,THEFT - FROM MOTOR VEHICLE                            ,2/24/2014,2,2014,2000 Blk OLD MILL                                                                        
1402341     ,THEFT - FROM MOTOR VEHICLE                            ,2/24/2014,2,2014,4000 Blk NORTH PARK CIR                                                                  
1402343     ,THEFT - FROM MOTOR VEHICLE                            ,2/24/2014,2,2014,4000 Blk OLD MILL ST                                                                     
1402352     ,THEFT - FROM MOTOR VEHICLE                            ,2/24/2014,2,2014,4000 Blk GLENWOOD ST                                                                     
1402346     ,THEFT - FROM MOTOR VEHICLE                            ,2/24/2014,2,2014,4100 Blk OLD MILL ST                                                                     
1402347     ,THEFT - FROM MOTOR VEHICLE                            ,2/24/2014,2,2014,4100 Blk OLD MILL ST                                                                     
1402350     ,THEFT - FROM MOTOR VEHICLE                            ,2/24/2014,2,2014,4100 Blk GLENWOOD ST                                                                     
1402451     ,THEFT - FROM MOTOR VEHICLE                            ,2/25/2014,2,2014,13700 Blk JAMBOREE RD                                                                     
1402409     ,THEFT - FROM MOTOR VEHICLE                            ,2/25/2014,2,2014,0 Blk WINDCHIME                                                                       
1402448     ,THEFT - FROM MOTOR VEHICLE                            ,2/25/2014,2,2014,6300 Blk IRVINE BLVD                                                                     
1402568     ,THEFT - FROM MOTOR VEHICLE                            ,2/28/2014,2,2014,0 Blk FORTUNE                                                                         
1402651     ,THEFT - FROM MOTOR VEHICLE                            ,3/2/2014,3,2014,0 Blk CIPRESSO                                                                        
1402680     ,THEFT - FROM MOTOR VEHICLE                            ,3/3/2014,3,2014,5000 Blk ALTON PKWY                                                                      
1402841     ,THEFT - FROM MOTOR VEHICLE                            ,3/6/2014,3,2014,0 Blk SWEET RAIN                                                                      
1402838     ,THEFT - FROM MOTOR VEHICLE                            ,3/6/2014,3,2014,15400 Blk SPECTRUM                                                                        
1402901     ,THEFT - FROM MOTOR VEHICLE                            ,3/8/2014,3,2014,100 Blk FORTUNE                                                                         
1402913     ,THEFT - FROM MOTOR VEHICLE                            ,3/8/2014,3,2014,300 Blk QUAIL RDG                                                                       
1403036     ,THEFT - FROM MOTOR VEHICLE                            ,3/10/2014,3,2014,0 Blk SILKGRASS                                                                       
1403062     ,THEFT - FROM MOTOR VEHICLE                            ,3/11/2014,3,2014,0 Blk LILIANO                                                                         
1403189     ,THEFT - FROM MOTOR VEHICLE                            ,3/13/2014,3,2014,0 Blk RAVENNA                                                                         
1403330     ,THEFT - FROM MOTOR VEHICLE                            ,3/16/2014,3,2014,18000 Blk CULVER DR                                                                       
1403343     ,THEFT - FROM MOTOR VEHICLE                            ,3/17/2014,3,2014,400 Blk ROCKEFELLER                                                                     
1403391     ,THEFT - FROM MOTOR VEHICLE                            ,3/18/2014,3,2014,15200 Blk ANSEL                                                                           
1403389     ,THEFT - FROM MOTOR VEHICLE                            ,3/18/2014,3,2014,0 Blk BRIARWOOD                                                                       
1403465     ,THEFT - FROM MOTOR VEHICLE                            ,3/19/2014,3,2014,2100 Blk SCHOLARSHIP                                                                     
1403549     ,THEFT - FROM MOTOR VEHICLE                            ,3/21/2014,3,2014,6400 Blk OAK CYN                                                                         
1403596     ,THEFT - FROM MOTOR VEHICLE                            ,3/22/2014,3,2014,100 Blk CHERRYBROOK LN                                                                  
1403622     ,THEFT - FROM MOTOR VEHICLE                            ,3/23/2014,3,2014,100 Blk LATTICE                                                                         
1403672     ,THEFT - FROM MOTOR VEHICLE                            ,3/24/2014,3,2014,2900 Blk WARNER AVE                                                                      
1403797     ,THEFT - FROM MOTOR VEHICLE                            ,3/27/2014,3,2014,4900 Blk CORKWOOD LN                                                                     
1403846     ,THEFT - FROM MOTOR VEHICLE                            ,3/28/2014,3,2014,0 Blk VIA RICASOL                                                                     
1403896     ,THEFT - FROM MOTOR VEHICLE                            ,3/29/2014,3,2014,0 Blk PALMIERI AISLE                                                                  
1403964     ,THEFT - FROM MOTOR VEHICLE                            ,3/30/2014,3,2014,0 Blk SHADOW GLN                                                                      
1403939     ,THEFT - FROM MOTOR VEHICLE                            ,3/30/2014,3,2014,0 Blk BLUE LAKE S                                                                     
1403973     ,THEFT - FROM MOTOR VEHICLE                            ,3/31/2014,3,2014,0 Blk PACIFICA                                                                        
1404143     ,THEFT - FROM MOTOR VEHICLE                            ,4/3/2014,4,2014,600 Blk ESTANCIA                                                                        
1404200     ,THEFT - FROM MOTOR VEHICLE                            ,4/4/2014,4,2014,14600 Blk ORANGE ACRES LN                                                                 
1404193     ,THEFT - FROM MOTOR VEHICLE                            ,4/4/2014,4,2014,0 Blk MALLARD                                                                         
1404196     ,THEFT - FROM MOTOR VEHICLE                            ,4/4/2014,4,2014,0 Blk MALLARD                                                                         
1404257     ,THEFT - FROM MOTOR VEHICLE                            ,4/6/2014,4,2014,13700 Blk ANDELE WAY                                                                      
1404266     ,THEFT - FROM MOTOR VEHICLE                            ,4/6/2014,4,2014,14700 Blk HARVARD AVE                                                                     
1404254     ,THEFT - FROM MOTOR VEHICLE                            ,4/6/2014,4,2014,0 Blk LUCERO W                                                                        
1404306     ,THEFT - FROM MOTOR VEHICLE                            ,4/7/2014,4,2014,0 Blk ENTRADA W                                                                       
1404305     ,THEFT - FROM MOTOR VEHICLE                            ,4/7/2014,4,2014,0 Blk ENTRADA W                                                                       
1404342     ,THEFT - FROM MOTOR VEHICLE                            ,4/8/2014,4,2014,0 Blk ROLLING HILLS                                                                   
1404343     ,THEFT - FROM MOTOR VEHICLE                            ,4/8/2014,4,2014,0 Blk PACIFIC GROVE                                                                   
1404370     ,THEFT - FROM MOTOR VEHICLE                            ,4/8/2014,4,2014,4000 Blk ESCUDERO DR                                                                     
1404477     ,THEFT - FROM MOTOR VEHICLE                            ,4/11/2014,4,2014,0 Blk LOOKING GLASS                                                                   
1404471     ,THEFT - FROM MOTOR VEHICLE                            ,4/11/2014,4,2014,0 Blk GABLES                                                                          
1404761     ,THEFT - FROM MOTOR VEHICLE                            ,4/17/2014,4,2014,0 Blk CARPENTERIA                                                                     
1404809     ,THEFT - FROM MOTOR VEHICLE                            ,4/18/2014,4,2014,0 Blk MEADOWGRASS                                                                     
1404855     ,THEFT - FROM MOTOR VEHICLE                            ,4/19/2014,4,2014,0 Blk CORPORATE PARK W                                                                
1404889     ,THEFT - FROM MOTOR VEHICLE                            ,4/20/2014,4,2014,0 Blk PARMA                                                                           
1405005     ,THEFT - FROM MOTOR VEHICLE                            ,4/23/2014,4,2014,0 Blk CORPORATE PARK                                                                  
1405119     ,THEFT - FROM MOTOR VEHICLE                            ,4/26/2014,4,2014,18000 Blk CULVER DR                                                                       
1405138     ,THEFT - FROM MOTOR VEHICLE                            ,4/27/2014,4,2014,0 Blk SANTA EUGENIA                                                                   
1405140     ,THEFT - FROM MOTOR VEHICLE                            ,4/27/2014,4,2014,3500 Blk PECAN ST                                                                        
1405305     ,THEFT - FROM MOTOR VEHICLE                            ,4/30/2014,4,2014,1500 Blk WYCLIFFE                                                                        
1405330     ,THEFT - FROM MOTOR VEHICLE                            ,5/1/2014,5,2014,500 Blk CARDIFF                                                                         
1405361     ,THEFT - FROM MOTOR VEHICLE                            ,5/2/2014,5,2014,0 Blk ROYAL VICTORIA                                                                  
1405655     ,THEFT - FROM MOTOR VEHICLE                            ,5/8/2014,5,2014,0 Blk LANCEWOOD WAY                                                                   
1405697     ,THEFT - FROM MOTOR VEHICLE                            ,5/9/2014,5,2014,0 Blk PACIFICA                                                                        
1405691     ,THEFT - FROM MOTOR VEHICLE                            ,5/9/2014,5,2014,2700 Blk KELVIN AVE                                                                      
1405758     ,THEFT - FROM MOTOR VEHICLE                            ,5/10/2014,5,2014,1400 Blk SOLVAY AISLE                                                                    
1405763     ,THEFT - FROM MOTOR VEHICLE                            ,5/10/2014,5,2014,17200 Blk ANSEL                                                                           
1405804     ,THEFT - FROM MOTOR VEHICLE                            ,5/12/2014,5,2014,0 Blk OLYMPIA                                                                         
1405886     ,THEFT - FROM MOTOR VEHICLE                            ,5/13/2014,5,2014,SUNDANCE / TURTLE ROCK DR                                                       
1406064     ,THEFT - FROM MOTOR VEHICLE                            ,5/17/2014,5,2014,0 Blk CAMPANERO E                                                                     
1406049     ,THEFT - FROM MOTOR VEHICLE                            ,5/17/2014,5,2014,0 Blk TRAILWOOD                                                                       
1406096     ,THEFT - FROM MOTOR VEHICLE                            ,5/18/2014,5,2014,0 Blk POTOMAC                                                                         
1406104     ,THEFT - FROM MOTOR VEHICLE                            ,5/18/2014,5,2014,0 Blk DAYBREAK                                                                        
1406109     ,THEFT - FROM MOTOR VEHICLE                            ,5/18/2014,5,2014,3100 Blk MICHELSON DR                                                                    
1406176     ,THEFT - FROM MOTOR VEHICLE                            ,5/19/2014,5,2014,2200 Blk MARTIN                                                                          
1406248     ,THEFT - FROM MOTOR VEHICLE                            ,5/20/2014,5,2014,3900 Blk IRVINE BLVD                                                                     
1406211     ,THEFT - FROM MOTOR VEHICLE                            ,5/20/2014,5,2014,8900 Blk RESEARCH DR                                                                     
1406479     ,THEFT - FROM MOTOR VEHICLE                            ,5/26/2014,5,2014,100 Blk MONTICELLO                                                                      
1406476     ,THEFT - FROM MOTOR VEHICLE                            ,5/26/2014,5,2014,0 Blk WILLIAMSBURG                                                                    
1406475     ,THEFT - FROM MOTOR VEHICLE                            ,5/26/2014,5,2014,0 Blk SARABANDE                                                                       
1406549     ,THEFT - FROM MOTOR VEHICLE                            ,5/27/2014,5,2014,2000 Blk KNOLLCREST                                                                      
1406714     ,THEFT - FROM MOTOR VEHICLE                            ,5/30/2014,5,2014,2800 Blk MAIN ST                                                                         
1406697     ,THEFT - FROM MOTOR VEHICLE                            ,5/30/2014,5,2014,0 Blk SYCAMORE CRK                                                                    
1406727     ,THEFT - FROM MOTOR VEHICLE                            ,5/30/2014,5,2014,300 Blk DURANZO AISLE                                                                   
1406744     ,THEFT - FROM MOTOR VEHICLE                            ,5/31/2014,5,2014,200 Blk SANTA BARBARA                                                                   
1406768     ,THEFT - FROM MOTOR VEHICLE                            ,5/31/2014,5,2014,4300 Blk BRIDGEWAY ST                                                                    
1406740     ,THEFT - FROM MOTOR VEHICLE                            ,5/31/2014,5,2014,9300 Blk SPECTRUM                                                                        
1406800     ,THEFT - FROM MOTOR VEHICLE                            ,6/1/2014,6,2014,0 Blk SPRINGVALE                                                                      
1406877     ,THEFT - FROM MOTOR VEHICLE                            ,6/2/2014,6,2014,0 Blk SUNSET RIVER                                                                    
1406838     ,THEFT - FROM MOTOR VEHICLE                            ,6/2/2014,6,2014,15000 Blk GLASS CIR                                                                       
1406829     ,THEFT - FROM MOTOR VEHICLE                            ,6/2/2014,6,2014,5100 Blk CHATEAU CIR                                                                     
1406836     ,THEFT - FROM MOTOR VEHICLE                            ,6/2/2014,6,2014,5100 Blk BORDEAUX AVE                                                                    
1406837     ,THEFT - FROM MOTOR VEHICLE                            ,6/2/2014,6,2014,5100 Blk CHATEAU CIR                                                                     
1406900     ,THEFT - FROM MOTOR VEHICLE                            ,6/3/2014,6,2014,0 Blk CARAWAY                                                                         
1406951     ,THEFT - FROM MOTOR VEHICLE                            ,6/4/2014,6,2014,17300 Blk RED HILL AVE                                                                    
1406941     ,THEFT - FROM MOTOR VEHICLE                            ,6/4/2014,6,2014,0 Blk VISALIA                                                                         
1406942     ,THEFT - FROM MOTOR VEHICLE                            ,6/4/2014,6,2014,0 Blk PACIFIC GROVE                                                                   
1406957     ,THEFT - FROM MOTOR VEHICLE                            ,6/4/2014,6,2014,8600 Blk IRVINE CENTER DR                                                                
1407216     ,THEFT - FROM MOTOR VEHICLE                            ,6/10/2014,6,2014,14700 Blk ELM AVE                                                                         
1407383     ,THEFT - FROM MOTOR VEHICLE                            ,6/13/2014,6,2014,0 Blk PALATINE                                                                        
1407440     ,THEFT - FROM MOTOR VEHICLE                            ,6/14/2014,6,2014,100 Blk RETREAT                                                                         
1407443     ,THEFT - FROM MOTOR VEHICLE                            ,6/14/2014,6,2014,0 Blk CORIANDER                                                                       
1407460     ,THEFT - FROM MOTOR VEHICLE                            ,6/14/2014,6,2014,800 Blk ESTANCIA                                                                        
1407544     ,THEFT - FROM MOTOR VEHICLE                            ,6/16/2014,6,2014,15300 Blk BARRANCA PKWY                                                                   
1407660     ,THEFT - FROM MOTOR VEHICLE                            ,6/18/2014,6,2014,0 Blk CORIANDER                                                                       
1407670     ,THEFT - FROM MOTOR VEHICLE                            ,6/19/2014,6,2014,100 Blk E YALE LOOP                                                                     
1407671     ,THEFT - FROM MOTOR VEHICLE                            ,6/19/2014,6,2014,7000 Blk SPECTRUM                                                                        
1407685     ,THEFT - FROM MOTOR VEHICLE                            ,6/19/2014,6,2014,7400 Blk SPECTRUM                                                                        
1407957     ,THEFT - FROM MOTOR VEHICLE                            ,6/23/2014,6,2014,3400 Blk SPECTRUM                                                                        
1407895     ,THEFT - FROM MOTOR VEHICLE                            ,6/24/2014,6,2014,0 Blk RINCON                                                                          
1407934     ,THEFT - FROM MOTOR VEHICLE                            ,6/24/2014,6,2014,18100 Blk CULVER DR                                                                       
1408299     ,THEFT - FROM MOTOR VEHICLE                            ,7/2/2014,7,2014,2900 Blk MICHELSON DR                                                                    
1408364     ,THEFT - FROM MOTOR VEHICLE                            ,7/4/2014,7,2014,2900 Blk MICHELSON DR                                                                    
1408412     ,THEFT - FROM MOTOR VEHICLE                            ,7/5/2014,7,2014,0 Blk SLOCUM                                                                          
1408498     ,THEFT - FROM MOTOR VEHICLE                            ,7/7/2014,7,2014,14800 Blk JEFFREY RD                                                                      
1408525     ,THEFT - FROM MOTOR VEHICLE                            ,7/8/2014,7,2014,0 Blk HEARTHSTONE                                                                     
1408537     ,THEFT - FROM MOTOR VEHICLE                            ,7/8/2014,7,2014,0 Blk CROCKETT                                                                        
1408512     ,THEFT - FROM MOTOR VEHICLE                            ,7/8/2014,7,2014,0 Blk SUNLIGHT                                                                        
1408523     ,THEFT - FROM MOTOR VEHICLE                            ,7/8/2014,7,2014,0 Blk GRANT                                                                           
1408585     ,THEFT - FROM MOTOR VEHICLE                            ,7/9/2014,7,2014,0 Blk PALATINE                                                                        
1408721     ,THEFT - FROM MOTOR VEHICLE                            ,7/12/2014,7,2014,YALE AVE / W YALE LOOP                                                          
1408693     ,THEFT - FROM MOTOR VEHICLE                            ,7/12/2014,7,2014,0 Blk HOLLY ST                                                                        
1408759     ,THEFT - FROM MOTOR VEHICLE                            ,7/13/2014,7,2014,17200 Blk CITRON                                                                          
1408743     ,THEFT - FROM MOTOR VEHICLE                            ,7/13/2014,7,2014,3900 Blk BALSA ST                                                                        
1408752     ,THEFT - FROM MOTOR VEHICLE                            ,7/13/2014,7,2014,5000 Blk CORKWOOD LN                                                                     
1408950     ,THEFT - FROM MOTOR VEHICLE                            ,7/18/2014,7,2014,0 Blk FORTUNE                                                                         
1409084     ,THEFT - FROM MOTOR VEHICLE                            ,7/21/2014,7,2014,2100 Blk MAIN ST                                                                         
1409112     ,THEFT - FROM MOTOR VEHICLE                            ,7/21/2014,7,2014,2100 Blk MAIN ST                                                                         
1409130     ,THEFT - FROM MOTOR VEHICLE                            ,7/21/2014,7,2014,0 Blk WESTPORT                                                                        
1409172     ,THEFT - FROM MOTOR VEHICLE                            ,7/22/2014,7,2014,19400 Blk SIERRA NUEVO RD                                                                 
1409147     ,THEFT - FROM MOTOR VEHICLE                            ,7/22/2014,7,2014,19400 Blk SIERRA NUEVO RD                                                                 
1409255     ,THEFT - FROM MOTOR VEHICLE                            ,7/24/2014,7,2014,19100 Blk SIERRA MARIA RD                                                                 
1409327     ,THEFT - FROM MOTOR VEHICLE                            ,7/25/2014,7,2014,ROOSEVELT / TRUMAN                                                              
1409296     ,THEFT - FROM MOTOR VEHICLE                            ,7/25/2014,7,2014,0 Blk ASHBROOK                                                                        
1409417     ,THEFT - FROM MOTOR VEHICLE                            ,7/28/2014,7,2014,6100 Blk SIERRA PALOS RD                                                                 
1409478     ,THEFT - FROM MOTOR VEHICLE                            ,7/29/2014,7,2014,3900 Blk IRVINE BLVD                                                                     
1409499     ,THEFT - FROM MOTOR VEHICLE                            ,7/30/2014,7,2014,1000 Blk PAYTON                                                                          
1409547     ,THEFT - FROM MOTOR VEHICLE                            ,7/31/2014,7,2014,17300 Blk CANDLEBERRY                                                                     
1409554     ,THEFT - FROM MOTOR VEHICLE                            ,7/31/2014,7,2014,0 Blk WONDERLAND                                                                      
1409539     ,THEFT - FROM MOTOR VEHICLE                            ,7/31/2014,7,2014,0 Blk BAMBOO                                                                          
1409614     ,THEFT - FROM MOTOR VEHICLE                            ,8/1/2014,8,2014,17300 Blk PEACH                                                                           
1409597     ,THEFT - FROM MOTOR VEHICLE                            ,8/1/2014,8,2014,0 Blk HONEY LOCUST                                                                    
1409689     ,THEFT - FROM MOTOR VEHICLE                            ,8/2/2014,8,2014,100 Blk ROOSEVELT                                                                       
1409736     ,THEFT - FROM MOTOR VEHICLE                            ,8/3/2014,8,2014,0 Blk CROCKETT                                                                        
1409778     ,THEFT - FROM MOTOR VEHICLE                            ,8/4/2014,8,2014,100 Blk MONROE                                                                          
1409782     ,THEFT - FROM MOTOR VEHICLE                            ,8/4/2014,8,2014,200 Blk ROOSEVELT                                                                       
1409752     ,THEFT - FROM MOTOR VEHICLE                            ,8/4/2014,8,2014,800 Blk HAYES                                                                           
1409881     ,THEFT - FROM MOTOR VEHICLE                            ,8/6/2014,8,2014,REGAL / VINTAGE                                                                 
1410023     ,THEFT - FROM MOTOR VEHICLE                            ,8/10/2014,8,2014,0 Blk LAUREL TREE LN                                                                  
1410106     ,THEFT - FROM MOTOR VEHICLE                            ,8/12/2014,8,2014,18000 Blk CULVER DR                                                                       
1410212     ,THEFT - FROM MOTOR VEHICLE                            ,8/15/2014,8,2014,10300 Blk ANSEL                                                                           
1410274     ,THEFT - FROM MOTOR VEHICLE                            ,8/16/2014,8,2014,600 Blk PICCOLO                                                                         
1410323     ,THEFT - FROM MOTOR VEHICLE                            ,8/17/2014,8,2014,2100 Blk MAIN ST                                                                         
1410325     ,THEFT - FROM MOTOR VEHICLE                            ,8/17/2014,8,2014,300 Blk GIOTTO                                                                          
1410329     ,THEFT - FROM MOTOR VEHICLE                            ,8/17/2014,8,2014,5300 Blk STRASBOURG AVE                                                                  
1410324     ,THEFT - FROM MOTOR VEHICLE                            ,8/17/2014,8,2014,600 Blk SPRINGBROOK N                                                                   
1410529     ,THEFT - FROM MOTOR VEHICLE                            ,8/21/2014,8,2014,0 Blk ANTIQUE ROSE                                                                    
1410502     ,THEFT - FROM MOTOR VEHICLE                            ,8/21/2014,8,2014,5300 Blk ALTON PKWY                                                                      
1410519     ,THEFT - FROM MOTOR VEHICLE                            ,8/21/2014,8,2014,0 Blk PLYMOUTH                                                                        
1410810     ,THEFT - FROM MOTOR VEHICLE                            ,8/28/2014,8,2014,0 Blk DEL TREVI                                                                       
1411078     ,THEFT - FROM MOTOR VEHICLE                            ,9/3/2014,9,2014,0 Blk DREAMLIGHT                                                                      
1411099     ,THEFT - FROM MOTOR VEHICLE                            ,9/4/2014,9,2014,YALE AVE / E YALE LOOP                                                          
1411118     ,THEFT - FROM MOTOR VEHICLE                            ,9/4/2014,9,2014,17600 Blk ROSA DREW LN                                                                    
1411120     ,THEFT - FROM MOTOR VEHICLE                            ,9/4/2014,9,2014,200 Blk HAYES                                                                           
1411122     ,THEFT - FROM MOTOR VEHICLE                            ,9/4/2014,9,2014,0 Blk REMINGTON                                                                       
1411308     ,THEFT - FROM MOTOR VEHICLE                            ,9/8/2014,9,2014,1000 Blk PAYTON                                                                          
1411317     ,THEFT - FROM MOTOR VEHICLE                            ,9/8/2014,9,2014,0 Blk RAPALLO                                                                         
1411346     ,THEFT - FROM MOTOR VEHICLE                            ,9/9/2014,9,2014,400 Blk ROCKEFELLER                                                                     
1411347     ,THEFT - FROM MOTOR VEHICLE                            ,9/9/2014,9,2014,400 Blk ROCKEFELLER                                                                     
1411409     ,THEFT - FROM MOTOR VEHICLE                            ,9/10/2014,9,2014,16200 Blk SPECTRUM                                                                        
1411371     ,THEFT - FROM MOTOR VEHICLE                            ,9/10/2014,9,2014,0 Blk WATER LILY                                                                      
1411378     ,THEFT - FROM MOTOR VEHICLE                            ,9/10/2014,9,2014,9400 Blk SPECTRUM                                                                        
1411428     ,THEFT - FROM MOTOR VEHICLE                            ,9/11/2014,9,2014,2400 Blk MCGAW AVE                                                                       
1411431     ,THEFT - FROM MOTOR VEHICLE                            ,9/11/2014,9,2014,0 Blk SANTA MONICA AISLE                                                              
1411461     ,THEFT - FROM MOTOR VEHICLE                            ,9/12/2014,9,2014,0 Blk LAKESHORE                                                                       
1411527     ,THEFT - FROM MOTOR VEHICLE                            ,9/13/2014,9,2014,0 Blk VIA LUCCA                                                                       
