DR,Offense,Date_Rept,Monthstamp,Yearstamp,Block
1304361,BURGLARY - RESIDENTIAL - GARAGE                    ,4/8/2013,4,2013,0 Blk JEFFERSON                                                                       
1304395,BURGLARY - RESIDENTIAL - GARAGE                    ,4/9/2013,4,2013,16300 Blk MIRASOL                                                                         
1304483,BURGLARY - RESIDENTIAL - GARAGE                    ,4/11/2013,4,2013,10400 Blk SPECTRUM                                                                        
1304626,BURGLARY - RESIDENTIAL - GARAGE                    ,4/14/2013,4,2013,500 Blk LAS PALMAS                                                                      
1304789,BURGLARY - RESIDENTIAL - GARAGE                    ,4/18/2013,4,2013,0 Blk KAZAN ST                                                                        
1304917,BURGLARY - RESIDENTIAL - GARAGE                    ,4/21/2013,4,2013,6200 Blk SIERRA PALOS RD                                                                 
1304930,BURGLARY - RESIDENTIAL - GARAGE                    ,4/22/2013,4,2013,100 Blk WILD LILAC                                                                      
1304994,BURGLARY - RESIDENTIAL - GARAGE                    ,4/23/2013,4,2013,700 Blk QUAIL MEADOW                                                                    
1305170,BURGLARY - RESIDENTIAL - GARAGE                    ,4/27/2013,4,2013,2800 Blk SIMPLICITY                                                                      
1305209,BURGLARY - RESIDENTIAL - GARAGE                    ,4/28/2013,4,2013,800 Blk SIMPLICITY                                                                      
1305382,BURGLARY - RESIDENTIAL - GARAGE                    ,5/1/2013,5,2013,0 Blk AUSTIN                                                                          
1305487,BURGLARY - RESIDENTIAL - GARAGE                    ,5/3/2013,5,2013,0 Blk FALLINGSTAR                                                                     
1305570,BURGLARY - RESIDENTIAL - GARAGE                    ,5/5/2013,5,2013,300 Blk QUAIL MEADOW                                                                    
1305618,BURGLARY - RESIDENTIAL - GARAGE                    ,5/6/2013,5,2013,0 Blk PERENNIAL                                                                       
1305677,BURGLARY - RESIDENTIAL - GARAGE                    ,5/7/2013,5,2013,100 Blk STONECLIFFE AISLE                                                               
1305654,BURGLARY - RESIDENTIAL - GARAGE                    ,5/7/2013,5,2013,200 Blk GREAT LAWN                                                                      
1305667,BURGLARY - RESIDENTIAL - GARAGE                    ,5/7/2013,5,2013,4100 Blk ESPERANZA                                                                       
1305690,BURGLARY - RESIDENTIAL - GARAGE                    ,5/8/2013,5,2013,500 Blk WYCLIFFE                                                                        
1305773,BURGLARY - RESIDENTIAL - GARAGE                    ,5/9/2013,5,2013,200 Blk LAS PALMAS                                                                      
1306016,BURGLARY - RESIDENTIAL - GARAGE                    ,5/15/2013,5,2013,200 Blk STANFORD                                                                        
1306071,BURGLARY - RESIDENTIAL - GARAGE                    ,5/16/2013,5,2013,14100 Blk MIRASOL                                                                         
1306381,BURGLARY - RESIDENTIAL - GARAGE                    ,5/21/2013,5,2013,200 Blk TERRA BELLA                                                                     
1306322,BURGLARY - RESIDENTIAL - GARAGE                    ,5/21/2013,5,2013,200 Blk MONTE VISTA                                                                     
1306275,BURGLARY - RESIDENTIAL - GARAGE                    ,5/21/2013,5,2013,0 Blk ATWATER                                                                         
1306421,BURGLARY - RESIDENTIAL - GARAGE                    ,5/23/2013,5,2013,12100 Blk SPECTRUM                                                                        
1306424,BURGLARY - RESIDENTIAL - GARAGE                    ,5/23/2013,5,2013,0 Blk SHADOWPLAY                                                                      
1306480,BURGLARY - RESIDENTIAL - GARAGE                    ,5/24/2013,5,2013,700 Blk LAS PALMAS                                                                      
1306588,BURGLARY - RESIDENTIAL - GARAGE                    ,5/26/2013,5,2013,0 Blk LINCOLN                                                                         
1306812,BURGLARY - RESIDENTIAL - GARAGE                    ,5/31/2013,5,2013,200 Blk SANTA BARBARA                                                                   
1306810,BURGLARY - RESIDENTIAL - GARAGE                    ,5/31/2013,5,2013,400 Blk SHADOW OAKS                                                                     
1306860,BURGLARY - RESIDENTIAL - GARAGE                    ,6/1/2013,6,2013,4100 Blk MIRASOL                                                                         
1307150,BURGLARY - RESIDENTIAL - GARAGE                    ,6/6/2013,6,2013,19200 Blk MIRASOL                                                                         
1307187,BURGLARY - RESIDENTIAL - GARAGE                    ,6/7/2013,6,2013,300 Blk GIOTTO                                                                          
1307381,BURGLARY - RESIDENTIAL - GARAGE                    ,6/11/2013,6,2013,0 Blk NORTHGROVE                                                                      
1307986,BURGLARY - RESIDENTIAL - GARAGE                    ,6/21/2013,6,2013,400 Blk GIOTTO                                                                          
1308094,BURGLARY - RESIDENTIAL - GARAGE                    ,6/24/2013,6,2013,700 Blk MARKETVIEW                                                                      
1308251,BURGLARY - RESIDENTIAL - GARAGE                    ,6/28/2013,6,2013,300 Blk SAINT VINCENT                                                                   
1308510,BURGLARY - RESIDENTIAL - GARAGE                    ,7/3/2013,7,2013,0 Blk TALL OAK                                                                        
1308548,BURGLARY - RESIDENTIAL - GARAGE                    ,7/4/2013,7,2013,200 Blk LAS PALMAS                                                                      
1308534,BURGLARY - RESIDENTIAL - GARAGE                    ,7/4/2013,7,2013,500 Blk LAS PALMAS                                                                      
1308675,BURGLARY - RESIDENTIAL - GARAGE                    ,7/7/2013,7,2013,1100 Blk STANFORD                                                                        
1308667,BURGLARY - RESIDENTIAL - GARAGE                    ,7/7/2013,7,2013,4100 Blk LOMA ST                                                                         
1308842,BURGLARY - RESIDENTIAL - GARAGE                    ,7/10/2013,7,2013,200 Blk HUNTINGTON                                                                      
1308817,BURGLARY - RESIDENTIAL - GARAGE                    ,7/10/2013,7,2013,6400 Blk SPECTRUM                                                                        
1308969,BURGLARY - RESIDENTIAL - GARAGE                    ,7/13/2013,7,2013,100 Blk KAZAN ST                                                                        
1309132,BURGLARY - RESIDENTIAL - GARAGE                    ,7/16/2013,7,2013,0 Blk CORAL LAKE                                                                      
1309229,BURGLARY - RESIDENTIAL - GARAGE                    ,7/18/2013,7,2013,400 Blk QUAIL MEADOW                                                                    
1309379,BURGLARY - RESIDENTIAL - GARAGE                    ,7/20/2013,7,2013,0 Blk ALEXANDRIA                                                                      
1309391,BURGLARY - RESIDENTIAL - GARAGE                    ,7/20/2013,7,2013,700 Blk SOLVAY AISLE                                                                    
1309557,BURGLARY - RESIDENTIAL - GARAGE                    ,7/23/2013,7,2013,0 Blk MAGELLAN AISLE                                                                  
1309952,BURGLARY - RESIDENTIAL - GARAGE                    ,7/31/2013,7,2013,1100 Blk STANFORD                                                                        
1310060,BURGLARY - RESIDENTIAL - GARAGE                    ,8/3/2013,8,2013,1100 Blk STANFORD                                                                        
1310196,BURGLARY - RESIDENTIAL - GARAGE                    ,8/6/2013,8,2013,400 Blk QUAIL MEADOW                                                                    
1310233,BURGLARY - RESIDENTIAL - GARAGE                    ,8/8/2013,8,2013,100 Blk ESTANCIA                                                                        
1310297,BURGLARY - RESIDENTIAL - GARAGE                    ,8/8/2013,8,2013,0 Blk SALTON                                                                          
1310291,BURGLARY - RESIDENTIAL - GARAGE                    ,8/8/2013,8,2013,0 Blk SERENITY                                                                        
1310475,BURGLARY - RESIDENTIAL - GARAGE                    ,8/12/2013,8,2013,0 Blk ROLLING HILLS                                                                   
1310639,BURGLARY - RESIDENTIAL - GARAGE                    ,8/16/2013,8,2013,0 Blk AUGUSTA                                                                         
1310816,BURGLARY - RESIDENTIAL - GARAGE                    ,8/19/2013,8,2013,200 Blk TURTLE CREST DR                                                                 
1310935,BURGLARY - RESIDENTIAL - GARAGE                    ,8/22/2013,8,2013,800 Blk TURTLE CREST DR                                                                 
1311070,BURGLARY - RESIDENTIAL - GARAGE                    ,8/24/2013,8,2013,700 Blk ESTANCIA                                                                        
1311099,BURGLARY - RESIDENTIAL - GARAGE                    ,8/25/2013,8,2013,600 Blk QUAIL MEADOW                                                                    
1311301,BURGLARY - RESIDENTIAL - GARAGE                    ,8/29/2013,8,2013,900 Blk TURTLE CREST DR                                                                 
1311456,BURGLARY - RESIDENTIAL - GARAGE                    ,9/1/2013,9,2013,0 Blk BIANCO                                                                          
1311500,BURGLARY - RESIDENTIAL - GARAGE                    ,9/2/2013,9,2013,15000 Blk CLARK CIR                                                                       
1311539,BURGLARY - RESIDENTIAL - GARAGE                    ,9/3/2013,9,2013,10100 Blk SPECTRUM                                                                        
1311535,BURGLARY - RESIDENTIAL - GARAGE                    ,9/3/2013,9,2013,800 Blk TURTLE CREST DR                                                                 
1311638,BURGLARY - RESIDENTIAL - GARAGE                    ,9/5/2013,9,2013,700 Blk TURTLE CREST DR                                                                 
1311756,BURGLARY - RESIDENTIAL - GARAGE                    ,9/8/2013,9,2013,0 Blk WILLOWHURST                                                                     
1311758,BURGLARY - RESIDENTIAL - GARAGE                    ,9/8/2013,9,2013,0 Blk VALENTE                                                                         
1311793,BURGLARY - RESIDENTIAL - GARAGE                    ,9/9/2013,9,2013,600 Blk SPRINGBROOK N                                                                   
1311955,BURGLARY - RESIDENTIAL - GARAGE                    ,9/13/2013,9,2013,700 Blk TURTLE CREST DR                                                                 
1312010,BURGLARY - RESIDENTIAL - GARAGE                    ,9/14/2013,9,2013,0 Blk LEHIGH AISLE                                                                    
1312049,BURGLARY - RESIDENTIAL - GARAGE                    ,9/15/2013,9,2013,400 Blk ESTANCIA                                                                        
1312092,BURGLARY - RESIDENTIAL - GARAGE                    ,9/16/2013,9,2013,0 Blk TALISMAN                                                                        
1312140,BURGLARY - RESIDENTIAL - GARAGE                    ,9/17/2013,9,2013,1200 Blk STANFORD                                                                        
1312166,BURGLARY - RESIDENTIAL - GARAGE                    ,9/18/2013,9,2013,3100 Blk MIRASOL                                                                         
1312324,BURGLARY - RESIDENTIAL - GARAGE                    ,9/22/2013,9,2013,2300 Blk SIMPLICITY                                                                      
1312359,BURGLARY - RESIDENTIAL - GARAGE                    ,9/23/2013,9,2013,800 Blk QUAIL MEADOW                                                                    
1312475,BURGLARY - RESIDENTIAL - GARAGE                    ,9/25/2013,9,2013,100 Blk PAYTON                                                                          
1312614,BURGLARY - RESIDENTIAL - GARAGE                    ,9/29/2013,9,2013,500 Blk PICCOLO                                                                         
1312666,BURGLARY - RESIDENTIAL - GARAGE                    ,9/30/2013,9,2013,10200 Blk PINTADO                                                                         
1312701,BURGLARY - RESIDENTIAL - GARAGE                    ,10/1/2013,10,2013,0 Blk TALISMAN                                                                        
1312763,BURGLARY - RESIDENTIAL - GARAGE                    ,10/2/2013,10,2013,700 Blk TURTLE CREST DR                                                                 
1312849,BURGLARY - RESIDENTIAL - GARAGE                    ,10/4/2013,10,2013,1700 Blk GRAND CANAL                                                                     
1313239,BURGLARY - RESIDENTIAL - GARAGE                    ,10/13/2013,10,2013,0 Blk KARA E                                                                          
1313416,BURGLARY - RESIDENTIAL - GARAGE                    ,10/17/2013,10,2013,100 Blk VERMILLION                                                                      
1313668,BURGLARY - RESIDENTIAL - GARAGE                    ,10/23/2013,10,2013,1100 Blk SCHOLARSHIP                                                                     
1313700,BURGLARY - RESIDENTIAL - GARAGE                    ,10/23/2013,10,2013,0 Blk EVENSEN                                                                         
1313738,BURGLARY - RESIDENTIAL - GARAGE                    ,10/24/2013,10,2013,0 Blk ARDMORE                                                                         
1313921,BURGLARY - RESIDENTIAL - GARAGE                    ,10/28/2013,10,2013,400 Blk LAS PALMAS                                                                      
1314006,BURGLARY - RESIDENTIAL - GARAGE                    ,10/30/2013,10,2013,700 Blk QUAIL MEADOW                                                                    
1314631,BURGLARY - RESIDENTIAL - GARAGE                    ,11/13/2013,11,2013,0 Blk PHILLIPSBURG                                                                    
1314887,BURGLARY - RESIDENTIAL - GARAGE                    ,11/18/2013,11,2013,4200 Blk BRIDGEWAY ST                                                                    
1314917,BURGLARY - RESIDENTIAL - GARAGE                    ,11/19/2013,11,2013,0 Blk WOODLAND                                                                        
1315067,BURGLARY - RESIDENTIAL - GARAGE                    ,11/23/2013,11,2013,0 Blk IBIZA AISLE                                                                     
1315080,BURGLARY - RESIDENTIAL - GARAGE                    ,11/23/2013,11,2013,0 Blk FESTIVO                                                                         
1315128,BURGLARY - RESIDENTIAL - GARAGE                    ,11/25/2013,11,2013,0 Blk FAITH                                                                           
1315183,BURGLARY - RESIDENTIAL - GARAGE                    ,11/26/2013,11,2013,1200 Blk CONTESSA                                                                        
1315277,BURGLARY - RESIDENTIAL - GARAGE                    ,11/28/2013,11,2013,4100 Blk MIRASOL                                                                         
1315375,BURGLARY - RESIDENTIAL - GARAGE                    ,12/1/2013,12,2013,0 Blk MONTICELLO                                                                      
1315639,BURGLARY - RESIDENTIAL - GARAGE                    ,12/7/2013,12,2013,200 Blk LAS PALMAS                                                                      
1315701,BURGLARY - RESIDENTIAL - GARAGE                    ,12/9/2013,12,2013,12300 Blk MIRASOL                                                                         
1315875,BURGLARY - RESIDENTIAL - GARAGE                    ,12/13/2013,12,2013,400 Blk LAS PALMAS                                                                      
1315935,BURGLARY - RESIDENTIAL - GARAGE                    ,12/14/2013,12,2013,2100 Blk SIMPLICITY                                                                      
1316270,BURGLARY - RESIDENTIAL - GARAGE                    ,12/22/2013,12,2013,4200 Blk MARGARITA ST                                                                    
1400012,BURGLARY - RESIDENTIAL - GARAGE                    ,1/1/2014,1,2014,4200 Blk ARCHWAY                                                                         
1400221,BURGLARY - RESIDENTIAL - GARAGE                    ,1/6/2014,1,2014,200 Blk QUAIL MEADOW                                                                    
1400409,BURGLARY - RESIDENTIAL - GARAGE                    ,1/11/2014,1,2014,400 Blk MONROE                                                                          
1400967,BURGLARY - RESIDENTIAL - GARAGE                    ,1/24/2014,1,2014,0 Blk MARSALA                                                                         
1401234,BURGLARY - RESIDENTIAL - GARAGE                    ,1/30/2014,1,2014,900 Blk TURTLE CREST DR                                                                 
1401347,BURGLARY - RESIDENTIAL - GARAGE                    ,2/1/2014,2,2014,0 Blk BAYVIEW                                                                         
1401348,BURGLARY - RESIDENTIAL - GARAGE                    ,2/1/2014,2,2014,300 Blk DEERFIELD                                                                       
1401909,BURGLARY - RESIDENTIAL - GARAGE                    ,2/13/2014,2,2014,300 Blk LAS PALMAS                                                                      
1401958,BURGLARY - RESIDENTIAL - GARAGE                    ,2/14/2014,2,2014,1700 Blk ANACAPA                                                                         
1401934,BURGLARY - RESIDENTIAL - GARAGE                    ,2/14/2014,2,2014,2600 Blk ANACAPA                                                                         
1402032,BURGLARY - RESIDENTIAL - GARAGE                    ,2/16/2014,2,2014,200 Blk TURTLE CREST DR                                                                 
1402127,BURGLARY - RESIDENTIAL - GARAGE                    ,2/19/2014,2,2014,15300 Blk VIRTUOSO                                                                        
1402982,BURGLARY - RESIDENTIAL - GARAGE                    ,3/9/2014,3,2014,300 Blk HUNTINGTON                                                                      
1403029,BURGLARY - RESIDENTIAL - GARAGE                    ,3/10/2014,3,2014,0 Blk REMINGTON                                                                       
1403261,BURGLARY - RESIDENTIAL - GARAGE                    ,3/15/2014,3,2014,0 Blk STANFORD                                                                        
1403269,BURGLARY - RESIDENTIAL - GARAGE                    ,3/15/2014,3,2014,800 Blk QUAIL MEADOW                                                                    
1403333,BURGLARY - RESIDENTIAL - GARAGE                    ,3/16/2014,3,2014,0 Blk NEW DAWN                                                                        
1403331,BURGLARY - RESIDENTIAL - GARAGE                    ,3/16/2014,3,2014,300 Blk MARKETVIEW                                                                      
1403345,BURGLARY - RESIDENTIAL - GARAGE                    ,3/17/2014,3,2014,0 Blk PRAIRIE                                                                         
1403336,BURGLARY - RESIDENTIAL - GARAGE                    ,3/17/2014,3,2014,500 Blk MARKETVIEW                                                                      
1403464,BURGLARY - RESIDENTIAL - GARAGE                    ,3/19/2014,3,2014,2200 Blk ARCHWAY                                                                         
1403678,BURGLARY - RESIDENTIAL - GARAGE                    ,3/24/2014,3,2014,200 Blk SCARLET                                                                         
1403844,BURGLARY - RESIDENTIAL - GARAGE                    ,3/28/2014,3,2014,17300 Blk VIRTUOSO                                                                        
1404017,BURGLARY - RESIDENTIAL - GARAGE                    ,4/1/2014,4,2014,400 Blk QUAIL MEADOW                                                                    
1404011,BURGLARY - RESIDENTIAL - GARAGE                    ,4/1/2014,4,2014,500 Blk SAINT VINCENT                                                                   
1404080,BURGLARY - RESIDENTIAL - GARAGE                    ,4/2/2014,4,2014,300 Blk DURANZO AISLE                                                                   
1404064,BURGLARY - RESIDENTIAL - GARAGE                    ,4/2/2014,4,2014,700 Blk QUAIL MEADOW                                                                    
1404160,BURGLARY - RESIDENTIAL - GARAGE                    ,4/4/2014,4,2014,0 Blk MAYWOOD                                                                         
1404216,BURGLARY - RESIDENTIAL - GARAGE                    ,4/5/2014,4,2014,200 Blk DURANZO AISLE                                                                   
1404204,BURGLARY - RESIDENTIAL - GARAGE                    ,4/5/2014,4,2014,5200 Blk MICHELSON DR                                                                    
1404352,BURGLARY - RESIDENTIAL - GARAGE                    ,4/8/2014,4,2014,0 Blk MORRO BAY                                                                       
1404398,BURGLARY - RESIDENTIAL - GARAGE                    ,4/9/2014,4,2014,2600 Blk SIMPLICITY                                                                      
1404522,BURGLARY - RESIDENTIAL - GARAGE                    ,4/12/2014,4,2014,0 Blk DANDELION                                                                       
1404604,BURGLARY - RESIDENTIAL - GARAGE                    ,4/14/2014,4,2014,11200 Blk MIRASOL                                                                         
1404630,BURGLARY - RESIDENTIAL - GARAGE                    ,4/14/2014,4,2014,1200 Blk WHISPERING TRL                                                                  
1404636,BURGLARY - RESIDENTIAL - GARAGE                    ,4/15/2014,4,2014,0 Blk MILAZZO                                                                         
1404645,BURGLARY - RESIDENTIAL - GARAGE                    ,4/15/2014,4,2014,3100 Blk MICHELSON DR                                                                    
1404739,BURGLARY - RESIDENTIAL - GARAGE                    ,4/17/2014,4,2014,8300 Blk MIRASOL                                                                         
1404791,BURGLARY - RESIDENTIAL - GARAGE                    ,4/18/2014,4,2014,1300 Blk PENDIO                                                                          
1404797,BURGLARY - RESIDENTIAL - GARAGE                    ,4/18/2014,4,2014,0 Blk GLENN                                                                           
1404936,BURGLARY - RESIDENTIAL - GARAGE                    ,4/22/2014,4,2014,24300 Blk VIRTUOSO                                                                        
1404996,BURGLARY - RESIDENTIAL - GARAGE                    ,4/23/2014,4,2014,18100 Blk ANSEL                                                                           
1405203,BURGLARY - RESIDENTIAL - GARAGE                    ,4/28/2014,4,2014,2200 Blk TELMO                                                                           
1405333,BURGLARY - RESIDENTIAL - GARAGE                    ,5/1/2014,5,2014,100 Blk SANTA BARBARA                                                                   
1405360,BURGLARY - RESIDENTIAL - GARAGE                    ,5/1/2014,5,2014,0 Blk VASSAR AISLE                                                                    
1405625,BURGLARY - RESIDENTIAL - GARAGE                    ,5/7/2014,5,2014,2800 Blk GRAND CANAL                                                                     
1405781,BURGLARY - RESIDENTIAL - GARAGE                    ,5/11/2014,5,2014,0 Blk LOS INDIOS                                                                      
1406042,BURGLARY - RESIDENTIAL - GARAGE                    ,5/16/2014,5,2014,700 Blk QUAIL MEADOW                                                                    
1406325,BURGLARY - RESIDENTIAL - GARAGE                    ,5/22/2014,5,2014,600 Blk QUAIL MEADOW                                                                    
1406401,BURGLARY - RESIDENTIAL - GARAGE                    ,5/24/2014,5,2014,0 Blk WILLOWGROVE                                                                     
1406426,BURGLARY - RESIDENTIAL - GARAGE                    ,5/24/2014,5,2014,200 Blk OAKGLEN                                                                         
1406979,BURGLARY - RESIDENTIAL - GARAGE                    ,6/4/2014,6,2014,300 Blk QUAIL RDG                                                                       
1407115,BURGLARY - RESIDENTIAL - GARAGE                    ,6/7/2014,6,2014,9300 Blk VIRTUOSO                                                                        
1407283,BURGLARY - RESIDENTIAL - GARAGE                    ,6/11/2014,6,2014,2300 Blk SIMPLICITY                                                                      
1407280,BURGLARY - RESIDENTIAL - GARAGE                    ,6/11/2014,6,2014,5200 Blk ARCHWAY                                                                         
1407488,BURGLARY - RESIDENTIAL - GARAGE                    ,6/15/2014,6,2014,0 Blk LENNOX                                                                          
1408004,BURGLARY - RESIDENTIAL - GARAGE                    ,6/26/2014,6,2014,100 Blk DURANZO AISLE                                                                   
1408104,BURGLARY - RESIDENTIAL - GARAGE                    ,6/28/2014,6,2014,0 Blk ALEVERA                                                                         
1408282,BURGLARY - RESIDENTIAL - GARAGE                    ,7/2/2014,7,2014,100 Blk DURANZO AISLE                                                                   
1408587,BURGLARY - RESIDENTIAL - GARAGE                    ,7/9/2014,7,2014,100 Blk AMHERST AISLE                                                                   
1408603,BURGLARY - RESIDENTIAL - GARAGE                    ,7/10/2014,7,2014,0 Blk HONEYSUCKLE                                                                     
1408649,BURGLARY - RESIDENTIAL - GARAGE                    ,7/11/2014,7,2014,0 Blk WHISTLING ISLE                                                                  
1408802,BURGLARY - RESIDENTIAL - GARAGE                    ,7/15/2014,7,2014,0 Blk RAINBOW LAKE                                                                    
1408887,BURGLARY - RESIDENTIAL - GARAGE                    ,7/16/2014,7,2014,0 Blk WESTON                                                                          
1409245,BURGLARY - RESIDENTIAL - GARAGE                    ,7/24/2014,7,2014,0 Blk SANCTUARY                                                                       
1409357,BURGLARY - RESIDENTIAL - GARAGE                    ,7/26/2014,7,2014,1600 Blk TERRA BELLA                                                                     
1409503,BURGLARY - RESIDENTIAL - GARAGE                    ,7/30/2014,7,2014,300 Blk QUAIL MEADOW                                                                    
1409739,BURGLARY - RESIDENTIAL - GARAGE                    ,8/3/2014,8,2014,200 Blk ESTANCIA                                                                        
1409810,BURGLARY - RESIDENTIAL - GARAGE                    ,8/5/2014,8,2014,300 Blk QUAIL MEADOW                                                                    
1409977,BURGLARY - RESIDENTIAL - GARAGE                    ,8/9/2014,8,2014,500 Blk QUAIL MEADOW                                                                    
1410222,BURGLARY - RESIDENTIAL - GARAGE                    ,8/15/2014,8,2014,5200 Blk ROYALE AVE                                                                      
1410302,BURGLARY - RESIDENTIAL - GARAGE                    ,8/16/2014,8,2014,0 Blk ROCKWREN                                                                        
1410281,BURGLARY - RESIDENTIAL - GARAGE                    ,8/16/2014,8,2014,0 Blk SEGURA                                                                          
1410366,BURGLARY - RESIDENTIAL - GARAGE                    ,8/18/2014,8,2014,500 Blk TERRA BELLA                                                                     
1410530,BURGLARY - RESIDENTIAL - GARAGE                    ,8/21/2014,8,2014,100 Blk NIGHTHAWK                                                                       
1410803,BURGLARY - RESIDENTIAL - GARAGE                    ,8/28/2014,8,2014,700 Blk YORKSHIRE                                                                       
1411177,BURGLARY - RESIDENTIAL - GARAGE                    ,9/5/2014,9,2014,0 Blk SUNFISH                                                                         
1411280,BURGLARY - RESIDENTIAL - GARAGE                    ,9/8/2014,9,2014,0 Blk PAINE CIR                                                                       
1411468,BURGLARY - RESIDENTIAL - GARAGE                    ,9/12/2014,9,2014,100 Blk MONTE VISTA                                                                     
1411539,BURGLARY - RESIDENTIAL - GARAGE                    ,9/13/2014,9,2014,0 Blk LACONIA                                                                         
1411553,BURGLARY - RESIDENTIAL - GARAGE                    ,9/14/2014,9,2014,100 Blk PAVILION PARK                                                                   
1411568,BURGLARY - RESIDENTIAL - GARAGE                    ,9/14/2014,9,2014,0 Blk WATERWAY                                                                        
1411599,BURGLARY - RESIDENTIAL - GARAGE                    ,9/15/2014,9,2014,24200 Blk VIRTUOSO                                                                        
1411603,BURGLARY - RESIDENTIAL - GARAGE                    ,9/15/2014,9,2014,0 Blk KIRKWOOD                                                                        
1411709,BURGLARY - RESIDENTIAL - GARAGE                    ,9/17/2014,9,2014,0 Blk CITY STROLL                                                                     
1411983,BURGLARY - RESIDENTIAL - GARAGE                    ,9/23/2014,9,2014,0 Blk WALDORF                                                                         
1412132,BURGLARY - RESIDENTIAL - GARAGE                    ,9/24/2014,9,2014,1400 Blk REGGIO AISLE                                                                    
1412044,BURGLARY - RESIDENTIAL - GARAGE                    ,9/24/2014,9,2014,100 Blk CANTATA AISLE                                                                   
1412496,BURGLARY - RESIDENTIAL - GARAGE                    ,10/3/2014,10,2014,200 Blk SAINT VINCENT                                                                   
1412762,BURGLARY - RESIDENTIAL - GARAGE                    ,10/9/2014,10,2014,15400 Blk VERDUN CIR                                                                      
1412878,BURGLARY - RESIDENTIAL - GARAGE                    ,10/11/2014,10,2014,10200 Blk PAYTON                                                                          
1413029,BURGLARY - RESIDENTIAL - GARAGE                    ,10/15/2014,10,2014,100 Blk CARTIER AISLE                                                                   
1413031,BURGLARY - RESIDENTIAL - GARAGE                    ,10/15/2014,10,2014,0 Blk SONATA                                                                          
1413167,BURGLARY - RESIDENTIAL - GARAGE                    ,10/18/2014,10,2014,0 Blk PORTSIDE                                                                        
1413528,BURGLARY - RESIDENTIAL - GARAGE                    ,10/25/2014,10,2014,0 Blk CIGLIANO AISLE                                                                  
1413516,BURGLARY - RESIDENTIAL - GARAGE                    ,10/25/2014,10,2014,900 Blk ANACAPA                                                                         
1413574,BURGLARY - RESIDENTIAL - GARAGE                    ,10/27/2014,10,2014,0 Blk LOOKING GLASS                                                                   
1414058,BURGLARY - RESIDENTIAL - GARAGE                    ,11/6/2014,11,2014,4600 Blk LOCKHAVEN CIR                                                                   
1414293,BURGLARY - RESIDENTIAL - GARAGE                    ,11/12/2014,11,2014,0 Blk SUNFISH                                                                         
1414709,BURGLARY - RESIDENTIAL - GARAGE                    ,11/21/2014,11,2014,10200 Blk DANA                                                                            
1414801,BURGLARY - RESIDENTIAL - GARAGE                    ,11/24/2014,11,2014,700 Blk PIEDMONT                                                                        
1414901,BURGLARY - RESIDENTIAL - GARAGE                    ,11/26/2014,11,2014,0 Blk MALIBU                                                                          
1415103,BURGLARY - RESIDENTIAL - GARAGE                    ,12/1/2014,12,2014,500 Blk QUAIL MEADOW                                                                    
1415173,BURGLARY - RESIDENTIAL - GARAGE                    ,12/2/2014,12,2014,0 Blk ROSELEAF                                                                        
1415206,BURGLARY - RESIDENTIAL - GARAGE                    ,12/3/2014,12,2014,300 Blk STANFORD                                                                        
1415200,BURGLARY - RESIDENTIAL - GARAGE                    ,12/3/2014,12,2014,0 Blk COVE                                                                            
1415223,BURGLARY - RESIDENTIAL - GARAGE                    ,12/3/2014,12,2014,900 Blk MONTE VISTA                                                                     
1415526,BURGLARY - RESIDENTIAL - GARAGE                    ,12/10/2014,12,2014,0 Blk TANGERINE                                                                       
1415540,BURGLARY - RESIDENTIAL - GARAGE                    ,12/10/2014,12,2014,100 Blk RETREAT                                                                         
1415511,BURGLARY - RESIDENTIAL - GARAGE                    ,12/10/2014,12,2014,300 Blk REGAL                                                                           
1415570,BURGLARY - RESIDENTIAL - GARAGE                    ,12/11/2014,12,2014,0 Blk SWEET RAIN                                                                      
1415567,BURGLARY - RESIDENTIAL - GARAGE                    ,12/11/2014,12,2014,7200 Blk PAYTON                                                                          
1415571,BURGLARY - RESIDENTIAL - GARAGE                    ,12/11/2014,12,2014,800 Blk SAINT VINCENT                                                                   
1415700,BURGLARY - RESIDENTIAL - GARAGE                    ,12/14/2014,12,2014,13300 Blk ESPERANZA                                                                       
1415704,BURGLARY - RESIDENTIAL - GARAGE                    ,12/14/2014,12,2014,15100 Blk ESPERANZA                                                                       
1415761,BURGLARY - RESIDENTIAL - GARAGE                    ,12/15/2014,12,2014,19400 Blk SIERRA PORTO RD                                                                 
1416009,BURGLARY - RESIDENTIAL - GARAGE                    ,12/20/2014,12,2014,700 Blk MONTE VISTA                                                                     
1416069,BURGLARY - RESIDENTIAL - GARAGE                    ,12/22/2014,12,2014,0 Blk TORTOISE SHELL                                                                  
1416184,BURGLARY - RESIDENTIAL - GARAGE                    ,12/25/2014,12,2014,200 Blk FIREFLY                                                                         
1416355,BURGLARY - RESIDENTIAL - GARAGE                    ,12/30/2014,12,2014,15300 Blk ANSEL                                                                           
1500025,BURGLARY - RESIDENTIAL - GARAGE                    ,1/1/2015,1,2015,2600 Blk SIMPLICITY                                                                      
1500035,BURGLARY - RESIDENTIAL - GARAGE                    ,1/2/2015,1,2015,200 Blk CORAL ROSE                                                                      
1500100,BURGLARY - RESIDENTIAL - GARAGE                    ,1/3/2015,1,2015,0 Blk WILDWOOD                                                                        
